id,tweet,text_processed,class
"1,48236E+18",     Esa es una mujer decidida! Buen texto Gabriela. Muchas gracias.??????,mujer decidido buen texto gabrielar mucho gracia,0
"1,48236E+18", Tenemos la certeza que Ud como primera dama estar al frente de una poltica que le d a la mujer cabeza de hogar el status social y econmico que merecen en un pas donde son mayora entre las mujeres.,certeza ud primero dama frente poltico d mujer cabeza hogar status social econmico merecer pas mayorar mujer,0
"1,48236E+18",la mujer ma un da de estos me va a venir matando no es broma https://t.co/7coEFoBpMa,mujer mo dar ir venir matar broma,1
"1,48236E+18", Las declaro mujer y cabra-,declarar mujer,2
"1,48236E+18",  ngela Ponce no es mujer miss Espaa..,ngelar ponce mujer miss espao,2
"1,48236E+18",Es una mujer o soy Yo pero no atrasare mi crecimiento por estar con varias mujeres.Mi energa es poderosa y no la merece cualquiera sencillo.???,mujer atrasare crecimiento varios mujeresmi energa poderoso merecer cualquiera sencillo,2
"1,48236E+18",#EsTendencia|  Se trata de la historia de Mara Jos Pereira quien en un hilo en Twitter relat cmo una desconocida la salv del maltrato de su novio.https://t.co/RFTHXS7rgT,estendencia tratar historia mar jos pereirar hilo twitter relat cmo desconocido salv maltrato novio,2
"1,48236E+18",Amo que mi prima sea contadora ta que me soluciona la bida esa mujer ??,amar prima contadorar ta solucionar bido mujer,0
"1,48236E+18",No soy mujer de odios... Pero esos HDP que inventaron el virus y lo propagaron por el planeta son una plaga... Y sabe cmo se elimina una plaga Fumigndolos!!! As que... ?????? con ellos. https://t.co/IKCOnE3vDf,mujer odio hdp inventar virus propagar planeta plaga saber cmo elimín plagar fumigndo él os,1
"1,48236E+18",  Buenos Aires fue refundada un 11 de junio de 1580 por Juan de Garay 66 nativos del Paraguay entre ellos una mujer Ana Daz y 1500 indios guaranes.Juan de Garay era Espaol la capital de Argentina lo fundaron entre Paraguayos y un criollo. ),buen aire refundado junio juan garay nativo paraguay mujer ana daz indio guaranesjuan garay espaol capital argentino fundar paraguayo criollo,2
"1,48236E+18", Depende si eres hombre o mujer,depender si hombre mujer,2
"1,48236E+18",Tanto como la mujer ve si tiene dinero u otra cosa del hombre  el hombre ve si esa mujer tiene futuro o solo prdida de tiempo???,mujer ver si dinero u cosa hombre hombre ver si mujer futuro solo prdido tiempo,1
"1,48236E+18",#Argentina Femicidio en Santiago del Estero: una mujer fue asesinada por su expareja en la vereda de su casa https://t.co/qhXtAiiWCQ https://t.co/IcTY1l2qt2,argentina femicidio santiago estero mujer asesinado exparejo veredo casa,2
"1,48236E+18", Pues que es un Arma de doble filo. Para nadie es un secreto que es Una mujer Falsa Oportunista y calculadora que obra de acuerdo a sus intereses personales.,pues arma doble filo nadie secreto mujer falso oportunista calculadoro obro acuerdo interés personal,1
"1,48236E+18","""""""   Lo lamentable es que esos nios tengan que """"""""calarse"""""""" a una mujer como t.""""""",lamentable nio calar él mujer t,2
"1,48236E+18",Que mujer por Dios ????,mujer dio,0
"1,48236E+18",Hoy amanec pensando en ti Bella reina la mujer ms hermosa que se ve.Nada es ms hermoso que tus ojos ni el brillo de las estrellas ni el azul del mar... ?? https://t.co/aco1bh2MAG,hoy amanec pensar bello reina mujer ms hermoso venar ms hermoso ojo brillo estrellas azul mar,0
"1,48236E+18","""""""Como dijo el gran filosofo Diomedes Diaz: """"""""Una mujer resentida si usted se descuida vivo se lo come"""""""".""""""",decir gran filosofo diomed diaz mujer resentido si usted descuidar vivo come,1
"1,48236E+18",#Oruro Tras presentar sntomas la mujer recibi atencin mdica y se someti a exmenes para descartar complicaciones. https://t.co/DilZQj9STa a travs de ,oruro tras presentar sntoma mujer recibi atencin mdico someti exmén descartar complicación travs,2
"1,48236E+18",   Mujer ms perversa que esta  no hay en su parido.Que dir Carmen Fre!!!,mujer ms perversa paridoque dir carmen fre,1
"1,48236E+18", Dnde ves las crticas No veo nunguna no entiendo tu posteo ni la necesidad de la comparacin. Andrea es una mujer HERMOSA que ha conseguido un logro inmenso que todo el mundo est aplaudiendo.,dndir ves crtica ver nunguna entiendo posteo necesidad comparacin andreo mujer hermoso conseguir logro inmenso mundo est aplaudir,2
"1,48236E+18",Delincuentes armados atacaron a una mujer que estaba paseando a su mascota el robo de su celular sucedi ayer 14 de enero en el cruce de las av. Atahualpa y Junn en La Perla-Callao a las 12pm.#LoUltimo #Callao https://t.co/kcavBNwBdS,delincuente armado atacar mujer pasear mascota robo celular sucedi ayer enero cruce av atahualpa junn loultimo callao,2
"1,48236E+18",mara no te me mueras mujer volv a tu casa,mara mueras mujer volv casa,2
"1,48236E+18",Los fans de Chvez quieren besitos no preguntas. No les gusta que una mujer lo ponga en su lugar como antes tampoco les gust que hicieran lo propio con el tico Alpzar.,fans chvez querer besito pregunta gustar mujer poner lugar tampoco gust hacer propio tico alpzar,2
"1,48236E+18",Que mujer que AMO  (ig). No deja mueco con cabeza te descoloca por todos lados y te hace pensar y repensar absolutamente todo. La admiro demasiado gracias x existir compartir y ensear tanto AAAAAA ,mujer amar ig dejar mueco cabeza descolocar lado hacer pensar repensar absolutamente admirar demasiado gracias x existir compartir ensear aaaaaa,2
"1,48236E+18",hace demasiado calor y esta como para una pool party escuchando Mujer y Olvidarte https://t.co/7Vq4n2k1cJ,hacer demasiado calor pool party escuchar mujer olvidar tú,2
"1,48236E+18",El colmo de la mujer independiente empoderada fuerte potra apotesica... Es ser consentida ?? perdn amigas le falle a mis ancestras.,colmo mujer independiente empoderado fuerte potra apotesico ser consentir perdn amigo fallir ancestra,0
"1,48236E+18",Amo a esta mujer https://t.co/srBODKXX9x,amar mujer,0
"1,48236E+18",  Feliz cumpleaos capricorniana preciosa mujer valiente y decidida!!! Te quiero muchsimo Pattyto!!!,feliz cumpleaos capricornián precioso mujer valiente decidido querer muchsimo pattyto,0
"1,48236E+18",  Bella mujer,bello mujer,0
"1,48236E+18",Como mujer no permito que venga una persona a quererme utilizar para lograr subir y controlar temas detras mio. Eso es denigrante te hace una persona servil  una persona no confiable y capaz de actos de corrupcion. Siento pena ajena por muchas en esa situacion,mujer permito venir persona quererme utilizar lograr subir controlar tema detra mio denigrante hacer persona servil persona confiable capaz acto corrupcion sentir pena ajeno mucho situacion,2
"1,48236E+18", Amo una mujer madura por esta muchas cosas mas hermosas,amar mujer madura mucho cosa mas hermosa,0
"1,48236E+18",Queda mucho por avanzar en la eliminacin de las discriminaciones contra la mujer https://t.co/TQqpaSdqwG  Sociedades gastronmicas cofradas y otras asociaciones del mbito religioso contemplan su exclusin y son varias las sentencias que avalan esta discriminacin,quedar avanzar eliminacin discriminación mujer sociedad gastronmica cofrada asociación mbito religioso contemplar exclusin varios sentencia avalar discriminacin,0
"1,48236E+18",   O sea que simplemente es decisin de cada mujer tener un hijo o no.,simplemente decisin cada mujer tener hijo,2
"1,48236E+18",Solamente una mujer que haya dado a luz sin anestesia podr comprender el dolor que padece un hombre con gripe.,solamente mujer dado luz anestesio podr comprender dolor padecer hombre gripe,2
"1,48236E+18", No estoy con usted pero en este asunto muches opinamos igual. Y qu bien que lo diga una mujer involucrada en poltica para que no quepa duda de que no se trata de violencia poltica y que los cuestionamientos a  no son por ser mujer.,usted asunto muches opinamos igual qu  bien decir mujer involucrado poltico quepo dudar tratar violencia poltico cuestionamiento ser mujer,0
"1,48236E+18",""""""" Traduccin: Las feminazis quieren ms plata para """"""""ayudar a las desaparecidas"""""""". Al final para buscarse empleo en el ministerio de la mujer.""""""",traduin feminazi querer ms plata ayudar desaparecido final buscar él empleo ministerio mujer,1
"1,48236E+18", nimo mujer!!! ?????????,nimo mujer,0
"1,48236E+18",Qu de raro tiene que me est muriendo por una mujer,qu rarir est morir mujer,2
"1,48236E+18",Me desespera la protagonista de caf con aroma de mujer ????,desespera protagonista caf aromo mujer,2
"1,48236E+18",   Es un pensamiento muy bsico el varn se adapta fcilmente a los gustos femeninos y mas si tienen veleidades machistas. No olviden que fueron formados por una mujer y siguen educados por otra mujer (novia o esposa todo depende de la personalidad expuesta),pensamiento bsico varn adapto fcilmente gusto femenino mas si veleidad machista olvidir formado mujer seguir educado mujer novio espós depender personalidad expuesto,2
"1,48236E+18", Despus que no ande llorando que cosifican a la mujer que mi cuerpa mi decisin y que a la mujer se la respeta pq no es congruente con su actuar (como siempre).,despus andir llorar cosificar mujer cuerpa decisin mujer respetar pq congruente actuar siempre,1
"1,48236E+18",    Soy mujer soy feminista soy madre cabeza de familia creo y voto por el cambio que va a beneficiar a muchas mujeres menos a las que solo tienen hambre de poder. #PetroPresidente2022,mujer feminista madre cabeza familia creer voto cambio ir beneficiar mucho mujer menos solo hambre poder,2
"1,48236E+18",    Ya nomas se te bajan a tu mujer por estar pendiente de los correistas. Cachudo hpta,noma bajar mujer pendiente correistas cachudo hpta,1
"1,48236E+18",Ninguna mujer tiene dueo,ninguno mujer dueo,2
"1,48236E+18", de pana es una mujer valiente y con mucha fuerza.No la podrn sobornar.#NoHayPruebasContraAlexSaab https://t.co/qKTeBQ4qod,pán mujer valiente mucho fuerzano podrn sobornar nohaypruebascontraalexsaab,0
"1,48236E+18",Registramos el fallecimiento de una mujer de 65 aos.,registramo fallecimiento mujer aos,2
"1,48236E+18",#RCNRadio | Un hombre de 33 aos fue capturado por la  como presunto sospecho de haber asesinado a una mujer en la Carrera 22 con Calle 39 de la ciudad y luego haber arrojado el cuerpo a la calle en una maleta en un hecho que ha conmocionado a la ciudadana. https://t.co/ezlDHR1tBJ,rcnradio hombre aos capturado presunto sospechar haber asesinar mujer carrera calle ciudad luego haber arrojar cuerpo calle maleto hecho conmocionado ciudadano,2
"1,48236E+18",Cruel pero estoy de acuerdoesos vagos se merecen que despus los propios vagos del ftbol le duerman la mujer. Y las minas no se si sienten mucho amor o estn muy alpedo y su vida es un bajnque van a verlos jugar. https://t.co/W5e8DIO7L7,cruel acuerdoeso vago merecer despu propio vago ftbol duermar mujer mina si sentir amor estn alpedo vida bajnque ir ver él jugar,2
"1,48236E+18", Hermosa mujer ????????????,hermoso mujer,0
"1,48236E+18",LO QUE BAILA ESTA MUJER POR FAVOR https://t.co/slJF9rTwfY,bailar mujer favor,0
"1,48236E+18",  Es un mujer siniestra su nariz es tan pequea que no puede ocultar la crueldad de su boca y de sus actos.,mujer siniestrar nariz tanto pequea poder ocultar crueldad boca acto,1
"1,48236E+18",   Amigo o amiga disclpame no s si sos hombre o mujer o trans si tenes algn amigo en aeropuerto decile si puede conseguirte los planes de vuelo de las avionetas del hangar y ah se te explica todo si queres opinar x opinar se respeta pero sera bueno que sea con argumentos.,amigo amiga disclpame s si sos hombre mujer trans si tén algn amigo aeropuerto decile si poder conseguirte plan vuelo avioneta hangar ah explicar si queres  opinar x opinar respeta sero bueno argumento,2
"1,48236E+18", sos andres version mujer hermana,sos andr version mujer hermán,2
"1,48236E+18", Por dios que mujer ??????,dio mujer,0
